Entry	EC number
C4ZZ08	2.7.7.23; 2.3.1.157
P0A6W0	3.5.1.2
C4ZXB4	1.14.12.19
P0A6Z3	
C4ZXL1	5.1.3.20
P0AFX2	
Q8X4G0	
B1XHK9	1.1.1.37
P0AAG7	7.6.2.2
P15005	3.1.21.-
P31462	
C4ZYY8	
Q8X5K0	3.7.1.14
P76399	
P22186	
P10902	1.4.3.16; 1.5.99.-
P0A7A5	2.1.1.77
C4ZWN2	5.3.2.-
P31660	2.3.3.5; 2.3.3.16
P0AFM2	
P0A978	
P69489	
P38038	1.8.1.2
C4ZZT2	4.2.1.11
P0AB83	4.2.99.18
P0A6C2	3.1.21.2
P37690	
P0A6Q6	4.2.1.59
P0ACL3	
P45761	
P77682	
P77293	2.4.1.-
P0ADI5	6.3.2.14; 3.3.2.1
C4ZYT8	6.3.2.2
P0A8Y8	3.1.2.-
C4ZV37	
P76297	
P61951	
P03764	
C4ZUE2	2.1.2.9
C4ZVN3	2.3.1.16
P42593	1.3.1.34
P0ACB6	1.3.5.3
Q8XBW0	
P0AAN1	
P0A6F3	2.7.1.30
P62707	5.4.2.11
P58422	3.1.3.18
P23524	2.7.1.165
P76323	
P0C8K0	
P0ADE6	
B1XGU9	4.1.2.40
B1X9X4	
Q8X5W7	
C4ZPZ7	2.3.3.13
P0DPD0	
P10441	2.4.1.182
C4ZRS3	2.3.1.129
Q46888	1.1.1.411
P0AFS1	
P0AAE4	
P0AB67	7.1.1.1
P0ABE7	
P0ACK0	
C4ZZQ6	2.7.7.4
P0ABF0	4.2.1.1
P17846	1.8.1.2
P0AEA8	2.1.1.107; 1.3.1.76; 4.99.1.4
P0A6J2	2.7.1.25
P0AEA7	2.5.1.141
P09549	
B1XBF6	1.17.1.8
P00861	4.1.1.20
P22707	
Q8X5M2	
B1XHN0	
P0A6K2	5.1.1.7
P0A6K1	5.1.1.7
P77308	
C4ZSF3	3.5.4.13
P52614	
C4ZQJ7	4.4.1.15
P21693	3.6.4.13
B1XDQ0	
P0CE48	
P0ACZ2	3.1.3.48
P33650	
P43533	
B1XG58	2.7.7.89; 2.7.7.42
P09127	
Q8X5N2	7.6.2.-
P19930	3.4.23.-
B1XAP9	2.7.1.148
P0DP89	
C4ZZQ0	4.6.1.12
P0AAN9	
P63183	
C4ZRS4	2.4.1.182
P25894	3.4.24.-
Q8X8T5	
P0AB38	
Q8X8E3	7.6.2.-
P61891	1.1.1.37
P76142	
C4ZVV9	4.2.1.126
B1XGX6	2.7.7.8
P0AFK2	
P69786	2.7.1.199
P24555	3.4.21.83
P0ABA6	
P0A6F0	6.3.3.3
P0ABE0	
Q8X5M0	
P37650	
P0ABJ9	7.1.1.7
P0ABK4	7.1.1.7
P0ABK2	7.1.1.7
Q8XAP1	4.6.1.1
P31552	6.2.1.48
P0ACP1	
Q93U24	
B1XF10	3.1.11.6
P76503	2.3.1.16
C4ZXC6	2.1.2.1
P0AAG3	7.4.2.1
P0AC59	
P0AD91	
B1XEA4	
P77672	
Q8XA70	
Q8X5D9	7.5.2.11
P76535	4.2.1.126
P40710	
P0AFB1	
B1X9C5	1.6.5.2
P0A6Z6	
P76395	3.1.3.16
P0AF65	
C4ZUC5	7.1.1.-
C4ZQY9	2.6.1.82; 2.6.1.29
C4ZSQ5	2.7.7.8
P0A9K7	
Q8X612	6.3.4.13
P0AA82	
P77214	
P58704	4.2.1.104
B1XCS6	2.7.1.25
B1XA84	
Q8X9Y6	6.3.2.4
P0ACT2	
P65765	5.2.1.8
P62670	
Q8X839	2.7.1.218
P25527	
Q8XCJ6	1.1.1.49
P58424	4.1.2.-
P0A6T1	5.3.1.9
P0A7C0	3.4.25.2
P36930	
B1X7I7	4.1.2.40
P32056	3.6.1.-
P32662	3.1.3.18
P0A6S9	1.1.1.94
C4ZRQ9	2.7.7.59; 3.1.4.-
P60665	4.3.2.10
P0AEV8	
Q8XBN9	
C4ZS38	2.7.4.9
Q8VWE6	
A8DYP9	
Q8X5K9	
P77432	2.7.1.189
C4ZYC7	
P0ABL7	
P0AF17	
Q8X963	2.5.1.72
P21420	
P0AFB6	2.7.13.3; 3.1.3.-
B1X8Z8	7.1.1.-
P37613	
P16256	
Q8X930	6.3.2.1
B1XG77	2.6.1.82; 2.6.1.29
P07001	7.1.1.1
P37146	1.17.4.1
P09029	6.3.4.18
P0A7E1	1.3.5.2
C4ZRB8	2.1.3.2
P37002	
C4ZPZ5	4.2.1.33
P0AFA0	
P36771	
P77184	
Q9S6P8	
C4ZZN7	
B1XEA0	
P15006	
P02942	
P37340	
B1XFX3	
P0AFA9	
P0A752	2.7.7.18
C4ZUQ8	4.1.1.49
P00634	3.1.3.1
P67676	
B1XF01	
Q8X850	1.18.1.-
Q8X8E0	2.3.1.286
P0DSD9	
P34210	3.4.23.-
P0A919	
P33602	7.1.1.-
P0AFG1	
P0AFE0	7.1.1.-
P0A949	2.3.1.267
P37746	
P0A948	2.3.1.267
Q8XDE8	6.3.4.21
P96329	
P37344	
P0AG19	5.4.99.18
P0A7J0	4.1.99.12
B1XDN7	
B1XA17	3.2.1.52
P33593	7.2.2.11
Q8XB14	3.6.1.73
P02918	2.4.1.129; 3.4.16.4
P76081	1.-.-.-
P07117	
P78061	6.3.1.11
P37906	1.4.3.-
P23883	1.2.1.5
Q8X7G2	3.5.1.94
P76038	3.5.1.94
P50457	2.6.1.19
P76037	
P0A9U6	
P33644	2.4.2.1; 3.5.4.4; 1.10.3.-; 2.4.2.28
P76086	
P77181	
P77455	3.3.2.12; 1.2.1.91
P0A912	
P00903	2.6.1.85
P05041	2.6.1.85
P21369	3.5.1.19; 3.5.1.-
P0ACP7	
P0C079	
P0AG48	
B1X6G4	
B1X970	
B1X971	
C4ZUH2	
P0A7Y6	3.1.26.4
P0AFW6	
Q8XB43	3.1.26.5
P31460	
B1XD30	3.1.5.1
Q47013	3.4.22.-
P31697	
P13039	3.1.1.108
P11295	1.14.13.59
P05827	
P0AGL0	
P57998	
P0ADV7	
Q8XDS6	
B1XD50	2.3.1.129
Q8X5K8	
B1X831	
Q8XAY9	
C4ZSX4	1.1.1.37
B1XF65	
Q8X7J4	
P36554	
C5A0V0	2.3.1.46
P0AEZ5	
P30750	7.4.2.11
P58208	
P0AE45	
B1X8M6	
P76342	1.8.5.-
P0AAD2	
P76343	
Q8XCB8	2.1.3.3
P08373	1.3.1.98
P60752	7.5.2.6
B1X6C4	
Q8XBJ2	4.2.1.126
C4ZS47	3.2.1.52
P0ABL3	
P0AFL6	3.6.1.11
P42909	2.7.1.-
P0AFM9	
P0ACP8	
P0C0U4	6.3.2.-
P69812	
P05458	3.4.24.55
P00550	2.7.1.197
C4ZXX9	2.1.1.181
B1X7D7	2.1.1.181
P75782	2.1.1.181
P0A7R3	
C4ZR80	
B1XDV3	
B1XE38	
Q2EEQ2	
P0A7Q7	
C4ZUF4	
P0A7Q6	
B1X6F1	
P76104	
P36999	2.1.1.187
P63179	2.1.1.185
P63177	2.1.1.185
P62401	
C4ZUG3	
B1X6G0	
P62399	
P60440	
C4ZUH5	
B1X6H1	
P60438	
P0A7Q1	
P52129	3.1.-.-
P27434	
P52130	
P16917	
P24211	
P0AFW1	
P0AA67	
P0AG39	
C4ZY24	6.3.2.-
P66024	
Q8XD86	3.6.4.12
P0A7H3	
B1X6E6	
P0A7M0	
P75817	2.1.1.189
B1XDF5	1.2.1.19; 1.2.1.-
P0ABD5	2.1.3.15
P0AF08	
P0AB86	2.7.1.180
P23910	
C5A0Q8	2.7.2.8
P0A6C8	2.7.2.8
B1XBC2	3.5.1.16
P27254	3.6.5.-
P37047	
P33927	
P77359	
C4ZSM3	3.5.4.5
P08368	
B1X6T0	2.7.8.26
B1XBC6	
C4ZTQ0	
B1X8R0	
P15640	6.3.4.13
P0A7C8	
B1XAX4	6.3.3.1
P0A7I0	
P0AFU8	2.5.1.9
P02413	
P0A7L8	
P63737	6.3.5.5
P00968	6.3.5.5
P76364	
P0AE65	
P58161	2.4.2.52
P0ABR8	1.14.13.239
P0ABI4	
Q8X7Y4	2.7.7.60
Q46893	2.7.7.60
P0AD57	2.5.1.90
P0A9V1	7.5.2.-
C4ZZY8	
P0A8N0	
B1XE70	1.1.1.38
Q8X7J5	
P0AEI1	2.8.4.3
Q8XEC1	4.2.1.80
B1XH88	
P76096	
P33607	7.1.1.-
P63386	7.6.2.-
B1X9H2	1.5.3.-
B1XG73	3.2.2.28
C4ZQP2	
Q8XCQ5	3.4.24.-
P77044	3.7.1.14
P37353	6.2.1.26
P0DSF3	
P77397	1.14.13.127
Q46810	2.7.7.76
P30745	4.1.99.22
P22524	
Q8XDG2	
P0A742	
P0AAL3	
P00393	1.6.5.9; 1.16.1.-
P0A8D2	
P32709	
P33554	
P37013	
Q8X852	
P75960	2.3.1.286
P23862	
P0AFL1	
C4ZRY9	
P77737	
P09169	3.4.23.49
Q8X8F2	
C4ZUD0	7.1.1.-
P18200	3.1.3.27
P04737	
P19642	2.7.1.208
P08839	2.7.3.9
Q47317	2.3.1.102
C4ZT14	
B1XBA8	1.11.1.21
P61316	
B1XEA3	
Q8X610	2.3.1.46
B1XDG9	5.3.2.-
Q8X643	1.3.1.1
P56579	
C4ZTX6	4.1.1.23
C4ZXN4	2.4.2.10
P0A7N1	
P61177	
P60624	
P0A7P7	
C4ZXM9	
P0AG51	
P60422	
P0C0R8	2.1.1.166
P24255	
C4ZQ93	2.1.1.191
B1X8S1	2.1.1.191
C4ZZW1	2.1.1.186
B1XDN6	3.6.1.-
P0A776	3.6.1.-
P0AF90	
B1X982	2.7.7.6
P0A7T5	
P32714	
P0AF16	
P0AEI6	3.6.1.-
P0AEI8	3.6.1.-
P07003	1.2.5.1
P0AFF1	7.1.1.-
C4ZT42	2.7.8.20
P0ADS0	3.2.2.-; 3.2.2.10; 3.2.2.4
P0ADR8	3.2.2.-; 3.2.2.10; 3.2.2.4
P0C039	2.4.2.1; 2.4.2.2
P31828	3.4.24.-
C4ZTF0	2.4.2.1; 2.4.2.2
B1XEY0	2.4.2.1; 2.4.2.2
P0C037	2.4.2.1; 2.4.2.2
P23865	3.4.21.102
Q8XCW9	7.1.1.-
P67080	
P10031	
P58646	
P0AD99	
B1XE99	2.7.1.189
P0C0T5	3.4.24.-
Q8X4L0	
P0AEZ3	
P0AFB9	
P0AFB8	
Q8X8L5	2.1.1.14
P77182	2.1.1.61; 1.5.-.-
P32125	
B1X9T5	3.6.-.-
Q47690	2.1.1.10
P22634	5.1.1.3
P03014	3.1.22.-; 6.5.1.-
P69783	
P32696	
P0A7E5	6.3.4.2
P0AB89	4.3.2.2
P25888	3.6.4.13
P24230	3.6.4.12
P0A7X8	
P0A7J9	
B1XGY9	2.1.1.166
P0AFY7	
P0ACI0	
P33012	
P0AC99	
P0ABG8	2.4.1.129
P66682	3.1.13.-
P10442	3.1.26.4
P32684	5.4.99.-; 5.4.99.21
Q8X4L9	5.4.99.-; 5.4.99.21
P0A7T3	
P37014	
P0DPC7	
P0AFX9	
P0A869	2.2.1.2
P0A867	2.2.1.2
P0A871	2.2.1.2
P0A870	2.2.1.2
P58694	6.1.1.22
C9QZ66	1.-.-.-
P0AFQ5	1.-.-.-
Q8XAU5	1.-.-.-
C4ZQD9	3.5.1.110
P0AGA2	
P07014	1.3.5.1
Q8XAZ1	2.3.1.245
P0AFS9	3.4.24.-
P39386	
P0ABR9	1.13.11.16
P0AC65	
B1XCN8	1.18.1.-
B1XCN7	
P31134	7.6.2.16
Q8XE00	3.6.1.9; 3.6.1.12; 3.6.1.-; 3.6.1.23
P76027	
Q8XE41	
P0AA16	
B1XCN6	
Q8XCX2	7.1.1.-
B1X9G1	2.1.-.-
P0AFG6	2.3.1.61
P0A7F5	
Q46891	5.3.1.35
P76077	1.14.13.149
P76078	
P76080	
P0A913	
P0A7E3	2.4.2.10
P0A924	3.1.3.27; 3.1.3.81; 3.1.3.4; 3.6.1.27
P33221	6.3.1.21
P0A9M8	2.3.1.8
P56580	2.7.1.198
P69807	
P33596	
P0AG44	
P0A7K6	
P0ADY7	
P0A7L5	
C4ZY31	2.1.1.189
C4ZUG6	
B1X6E9	
P0A7T1	
B1X6G7	
P58035	2.7.1.-
P39365	
P39364	
P39361	
P39366	3.4.11.-
P0A824	
C4ZRN9	
B1XCC1	
P0A823	
P76502	3.1.3.-
P0AGM6	
P0AGM5	
Q46755	
P38392	
Q8XA02	
P33595	
C1P5Z7	
P00490	2.4.1.1
P0AA04	
P32672	
C4ZUF6	
B1X6F3	
P61717	2.5.1.78
C4ZSS4	
P0A7N0	
C4ZUG4	
P0AG57	
C4ZQE7	3.1.21.10
B1XHD1	3.1.21.10
P0A814	3.1.21.10
Q8XAU9	1.1.1.298
P0A7X5	
C4ZQD6	1.1.1.298
C4ZSW8	
B1X9C9	1.1.1.298
B1XHK3	
P75894	1.1.1.298
P0A7X3	
Q8X707	3.1.21.10
P0AG74	3.1.21.10
Q8XAV0	1.5.1.42
C4ZQD5	1.5.1.42
C9QZ69	1.5.1.42
B1X9C8	1.5.1.42
P75893	1.5.1.42
Q8X4Z7	
P0ACU2	
Q8XAU1	1.14.99.46
C4ZQE0	1.14.99.46
C9QZ64	1.14.99.46
B1X9D3	1.14.99.46
P75898	1.14.99.46
B1XD52	3.1.26.4
C4ZYY1	3.1.26.5
Q8X724	5.4.99.20
P75966	5.4.99.20
P0A8T8	2.7.7.6
B1XBZ8	
P0ADX9	2.1.1.171
P75719	3.4.-.-
P0AG93	
B1XC74	
Q8XB33	
P0AGB1	3.1.3.3
Q8XEA7	2.6.1.52
P69211	
P32166	2.5.1.74
P39371	5.1.3.24
B1XC67	2.4.1.227
P31600	
P0AAK8	
P0AFF2	
P40120	
P0AFG5	1.2.4.2
C4ZTH3	
Q8XCE7	2.4.1.15
P0A7E9	2.7.4.22
P0A9J4	1.1.1.169
P31057	2.1.2.11
P02919	2.4.1.129; 3.4.16.4
P0ACQ4	
P0AGH9	
C5A0U7	2.1.2.3; 3.5.4.10
P69799	2.7.1.191
P08244	4.1.1.23
B1XDR5	3.6.1.-
C4ZZJ2	2.1.1.178
P75897	3.5.1.110
P77649	2.7.7.-; 2.7.7.n1
P27253	5.4.99.2
P0AA47	
P77272	2.7.1.192
P0A786	2.1.3.2
P0AF93	3.5.99.10
P66000	
P0A8B0	
P21338	4.6.1.21
P75876	2.1.1.191
Q8XD85	2.1.1.191
P0A807	
C4ZXP1	2.7.7.6
Q8XDP1	3.6.1.-
P38104	
P39286	3.6.1.-
Q8XCI7	6.1.1.12
C4ZQF0	6.1.1.12
B1XHD4	6.1.1.12
P21889	6.1.1.12
B1X9R9	6.1.1.17
C4ZWI8	3.5.2.9
B1XDS8	6.3.4.4
B1X883	
Q8X6Q5	2.1.1.189
P27830	4.2.1.46
P37745	5.1.3.13
P0ADR6	2.1.1.186
Q8XA10	5.4.99.28; 5.4.99.29
P37765	5.4.99.22
B1XBT1	
B1XBY9	2.7.7.6
P0A7T9	
P0A7U5	
C4ZUH1	
P37680	5.1.3.4
P37678	4.1.1.85
P37679	5.1.3.22
P0AEU9	
P39363	
P0AEU7	
P39362	5.1.3.-
P0A838	6.2.1.5
P77754	
Q8XCX9	4.1.1.19
P21170	4.1.1.19
Q8XDD9	1.14.14.5
P08395	3.4.21.-
C4ZQ61	1.14.14.5
B1X8N9	1.14.14.5
P80645	1.14.14.5
P77589	
P0A732	4.2.3.3
Q8XCS6	4.2.2.n1
B1XD29	3.2.2.9
P22523	
P16926	
C4ZYN2	2.7.1.23
P64453	
P22259	4.1.1.49
P0A9I5	
C5A0R6	5.1.1.3
B1X8Z1	7.1.1.-
C4ZRM7	2.1.2.11
P04391	2.1.3.3
Q8XE72	1.1.1.169
P32675	1.97.1.4
B1XDR4	4.1.1.65
P32156	5.1.3.32
P0ADZ2	
P0ADY9	
P0AGB5	
P0A8V4	2.7.7.6
Q8XAC5	6.3.3.1
P0A8K3	4.1.1.65
P0AG18	5.4.99.18
B1XEM6	2.1.3.2
Q8X611	2.1.2.3; 3.5.4.10
P06615	
P0A7H2	
P0ADY5	
P0A7L3	
P0A7N9	
P60424	
B1X6F7	
P0A9J0	3.1.26.-
Q8X996	7.4.2.8
C4ZRJ3	7.4.2.8
B1XC75	7.4.2.8
P10408	7.4.2.8
P76149	1.2.1.16
P0A778	3.6.1.-
B1XB95	
P0AGB8	
Q8X9M2	
P0A7V2	
C4ZRR1	
B1XEA5	2.3.1.245
P76397	
B1X8X7	4.2.99.20
P29208	4.2.1.113
P63388	7.6.2.-
P0C066	4.2.2.n1
B1X6S4	2.5.1.72
Q8X4B4	1.6.5.2
B1XDS9	
P0AFC0	3.6.1.67
P36647	
B1XBZ9	3.6.1.-; 3.6.1.22
Q46877	
P52006	3.6.1.9; 3.6.1.12; 3.6.1.-; 3.6.1.23
C4ZU93	3.6.1.9; 3.6.1.12; 3.6.1.-; 3.6.1.23
P77788	3.6.1.65
P33136	
P67556	
P62518	2.4.1.-
P0AFF0	7.1.1.-
P0DQH0	
P58603	3.4.23.49
P02931	
Q8X9K7	3.6.5.-
P0AFF4	
B1XDD6	
P0AFF6	
P0AFF8	
P0AFG3	1.2.4.2
Q8XAN1	2.6.1.82; 2.6.1.29
Q8X6H3	
Q8X929	2.1.2.11
P0AFI3	5.6.2.2
P15043	3.6.4.12
C4ZX92	2.1.1.192
C5A0A3	
C4ZXM8	
P0A7R1	
Q8X739	2.7.13.3; 3.1.3.-
Q8X645	1.3.1.1
P0A8A6	2.7.11.33; 2.7.4.28
P0A9N0	
C4ZZT3	6.3.4.2
P27241	
P25741	2.7.1.-
P27129	2.4.1.58
B1XBM8	3.5.4.25
P56980	
P25539	3.5.4.26; 1.1.1.193
Q8XE09	4.1.2.53
P61714	2.5.1.78
P0C020	
P0A7M9	
P0A7Y2	3.1.26.3
P0A7Y0	3.1.26.3
C4ZZY2	3.6.1.-
P0A8R0	
P76350	
P0AF91	
B1X7V2	2.1.1.242
B1X6E1	2.1.1.176
P36929	2.1.1.176
P0AG95	
C4ZYE1	
P0AGE9	6.2.1.5
P80644	1.5.1.38
P0ACA5	
P33227	
P77515	
P76072	
P0ACG2	
P0A8G0	
P31142	2.8.1.2
P31549	
P31548	7.6.2.15
P0ADA1	3.1.2.2; 3.1.1.2; 3.1.1.5; 3.1.2.14; 3.4.21.-
B1XCR9	2.1.1.77
P58640	4.1.1.23
P0AA12	
P0A7J3	
B1XFY8	2.8.1.7; 4.4.1.16
P0A7V0	
P0AFR0	
B1X9D1	1.-.-.-
P0AGH4	
P62397	
P52045	4.1.1.-
P0AFY8	
P60651	3.5.3.11
Q8XCW6	
B1XCM5	6.1.1.7
B1XGC4	6.1.1.16
Q8XCT9	6.1.1.16
C4ZT30	3.1.-.-
B1XBX8	5.1.1.3
B1XF04	
P76440	1.3.1.1
P18148	
P75745	3.5.2.9
P15639	2.1.2.3; 3.5.4.10
P27243	
P0AA69	
C5A071	5.3.1.14
P0C0U5	6.3.2.-
C4ZTX2	3.5.4.25
Q47274	
P32171	2.7.1.5
P0AG40	2.7.1.26; 2.7.7.2
B1XB71	2.7.1.5
B1XAZ2	2.1.1.192
B1XHK4	
C4ZUF9	
C4ZSR8	2.1.1.166
P0A802	2.7.7.6
P0A7T7	
C4ZR79	
P0A7R9	
P68567	2.1.1.242
C4ZVX1	6.5.1.4
P0AGH3	
P07026	
P52043	2.8.3.-
C4ZRJ2	
P14081	
P69424	
B1XFA5	
P68191	
Q8X727	1.6.1.1
P0A842	3.1.3.5; 3.1.3.6; 3.6.1.11
P16689	3.6.1.63
B1XAP5	3.1.1.29
B1XGY2	
P0AG46	
P0A7P5	
P68919	
C4ZUG0	
Q8X8X6	3.1.26.4
P36979	2.1.1.192
B1XDL5	2.1.1.186
Q8XBQ1	4.2.2.-
P66607	
P02358	
P60391	2.1.1.199
P66794	2.7.9.3
P16456	2.7.9.3
P0AG88	
C4ZWU5	
P0A7F7	4.1.1.50
P0A840	3.1.3.5; 3.1.3.6; 3.6.1.11
Q8X9H8	6.1.1.18
B1X6L3	6.1.1.18
Q8XA44	3.5.4.33
P30137	2.5.1.3
Q8XEJ1	1.1.1.103
B1XBZ3	2.8.1.10
P0A9K5	
P69816	2.7.1.202
P0AFM4	
P0AFN1	
P0A436	2.7.1.200
P0A7F3	
Q8XD99	2.4.2.10
C4ZU89	4.2.1.90
P0A7H6	
P33228	
P61887	2.7.7.24
P04993	3.1.11.5
P37759	4.2.1.46
P37760	1.1.1.133
P21513	3.1.26.12
P0AA37	5.4.99.28; 5.4.99.29
P0AG72	
P0AG71	
Q8X4Q8	5.4.99.22
P0A8I8	2.1.1.177
C4ZUG5	
P60625	
P0AFY6	
P0CG18	2.7.7.56
P77766	3.1.13.-; 3.1.3.97
P0A7S9	
P68679	
P27306	1.6.1.1
B1XG21	6.1.1.20
C4ZYA0	6.1.1.1
C4ZXE9	6.1.1.14
P23836	
P16692	3.1.4.55
B1XG10	2.7.11.33; 2.7.4.28
B1X6P4	3.5.2.9
P32170	5.3.1.14
P28369	
C5A069	5.1.3.32
B1X8V8	4.1.2.53
P0A8J8	3.6.4.13
C5A0S3	
P0A7L2	
C4ZYY0	
B1X9Z9	
P0A7N5	
B1X800	2.1.1.189
B1XG88	2.1.1.174
P0A7Q2	
C4ZYH9	
B1XG24	
Q8XAU7	3.5.1.-
C4ZQD7	3.5.1.-
C9QZ67	3.5.1.-
B1X9D0	3.5.1.-
P75895	3.5.1.-
P0ABG7	2.4.1.129
C4ZRS5	3.1.26.4
P0A7Z6	2.7.7.6
P0A7Z4	2.7.7.6
B1XDV2	
P0A7S1	
P0A7U3	
P0A4D1	
B1X6J1	
P00961	6.1.1.14
B1XGT1	
Q47539	
C4ZZP9	5.4.99.27
B1XC09	2.1.2.3; 3.5.4.10
P0CG19	
C4ZU87	4.1.2.53
P0AG20	2.7.6.5
P0AG22	2.7.6.5
C4ZSW9	
P0A7N4	
P0A7M8	
C4ZX91	
B1XAZ1	
P62556	
P0A800	2.7.7.6
C4ZUG9	
B1XDV1	
Q8XEE5	2.1.1.176
B1X9D2	3.5.1.110
P0AG77	
P0AAH8	
P0AG96	
P0AGA1	
C4ZYG8	2.7.7.-; 2.7.7.n1
P09158	2.5.1.-; 2.5.1.79; 2.5.1.16; 2.5.1.22
P09836	
P0AGC1	
P0AGC0	
P75948	2.7.1.89
Q8X7B5	4.2.1.20
C4ZVL1	5.4.99.12
P64461	5.3.1.32
C4ZY63	
P58164	
P77348	
C4ZQM8	3.1.3.70
P33358	
Q8X6I9	1.2.99.6
P77165	1.2.99.6
Q8X6J0	1.2.99.6
P77324	1.2.99.6
Q8X6J4	1.2.99.6
P77489	1.2.99.6
P77183	
P0A922	3.1.1.32; 3.1.1.4
P0A921	3.1.1.32; 3.1.1.4
P0ADA9	
P0ADA7	
P0C0L2	1.11.1.-
P0ADB2	
P0ADB1	
P0AFH8	
B1XC68	6.3.2.8
P17952	6.3.2.8
C4ZQP1	1.8.5.-
P0A792	4.1.1.11
Q8XBR9	2.3.1.251
P37001	2.3.1.251
C4ZRM4	4.1.1.11
B1XCA6	4.1.1.11
P31663	6.3.2.1
P0A748	1.8.4.12
B1X6E2	
P0ABH6	
P0ACC1	2.1.1.297
P0A8T3	2.1.1.-
P17888	3.6.4.-
P0A7D3	3.1.1.29
P0A7D6	6.3.4.4
P05020	3.5.2.3
C4ZXF0	6.1.1.14
P77626	
P77529	
P77087	
Q8XE74	2.8.1.4
C4ZUJ9	
P0AG82	
P0AFM7	
C4ZQ71	1.3.5.2
P0A7Y4	3.1.26.4
P0A7H0	
P0AGL7	2.1.1.193
P0AEH2	3.4.24.-
C4ZXI2	2.9.1.1
P23721	2.6.1.52
C4ZUK3	
P0A8R4	
P0AGD3	1.15.1.1
P0A9E2	
Q8X580	
P38052	
P0A906	
P58359	
P0A877	4.2.1.20
P32141	4.1.2.57
P0AGE4	
P0AGE0	
C4ZRL4	2.5.1.16
P0ADG4	3.1.3.25
P0A834	
P77689	
P77499	
P0A8N5	6.1.1.6
P00957	6.1.1.7
P14175	
C4ZTA0	1.2.1.41
P13857	2.3.1.-
B1XBY6	
B1XHG1	
B1XG23	
B1XBA2	
B1XBY8	
P0A7Y8	3.1.26.5
P0AFW2	
P09155	3.1.13.5
C4ZUJ6	
C4ZW44	2.1.1.242
C5A0T6	
P0A813	3.6.4.12
B1X7P2	3.1.2.12
C1P611	
P33018	3.1.2.12
Q8X8D5	4.1.2.57
C4ZRL3	4.1.1.50
P0AGE5	
P0AGE2	
Q46812	3.-.-.-
P00960	6.1.1.14
P0AGA6	
P0AGJ9	6.1.1.1
P0AAD9	
P04693	2.6.1.57; 2.6.1.107
P69788	2.7.1.199
C5A0G3	
C5A072	2.7.1.5
C4ZYU3	
P33643	5.4.99.23
Q8XAA4	2.1.1.192
P51025	3.1.2.12
B1XGX7	
C4ZXK1	
B1X943	
P68193	
P77444	2.8.1.7; 3.13.1.-; 4.4.1.16
P0ADG6	3.1.3.25
P0AFZ4	
P0AGJ7	2.1.1.207
P08312	6.1.1.20
C4ZX89	6.1.1.21
P0ABZ8	5.2.1.8
C4ZS46	2.7.1.89
P0AGG3	3.1.2.20
P25397	2.1.1.265
B1XEA7	2.1.1.144
Q00037	
C4ZTN8	3.2.1.28
P76403	3.4.-.-
P18004	
Q8X5R8	
P32715	
P0AFV6	3.4.-.-; 3.4.17.13
B1XBJ5	1.13.11.16
P77781	3.1.2.28
Q8XB99	3.1.3.70
C4ZQP5	
B1X750	4.1.1.49
C4ZZY4	
P0ABL5	
Q8XAL7	
B1XGX5	
P04846	
P23898	3.4.-.-
P0AFE8	7.1.1.-
P0AFD8	7.1.1.-
P09373	2.3.1.54
P77495	6.2.1.17
P0A7B7	2.7.2.11
P58388	2.8.1.2
C5A0T5	4.1.99.17
P18006	
B1X712	
P69822	2.7.1.194
Q8X7B6	4.2.1.20
B1XCH3	2.8.1.-
P61468	
B1X671	
P0AGM2	
B1X9T3	
P0AGJ2	2.1.1.34
P60869	
P0A8Y5	3.1.3.23
P0AB26	
P0A8C3	
B1X807	
P29217	
P75736	3.1.-.-
P37003	
P39901	
P75741	
P77779	
P75737	
Q2EEQ8	
P09162	
P09163	2.3.1.-
P32680	
P32681	
P27375	
Q8X5Z7	
P39309	
P42913	
P42914	
C4ZR85	
B1XDV9	
P0DSF7	
P45465	
P76280	
P64598	
P64596	
P45468	
Q8XCP5	
P45469	
C4ZZH6	
B1XH87	
P45394	
P0AE50	
P64610	
P0AE48	
C1P618	
P39325	
P63299	7.5.2.9
Q6BEX0	7.5.2.9
P39328	
P0A9W9	
P0DSH8	
P64510	
P0DV21	
P45795	
P64508	
P0DSG2	
P0DSG3	
Q8X4G6	
P67245	
A8DYQ1	
P0DV19	
P46856	
P46857	
P58037	
P0A8Z9	3.1.-.-
P0DPP7	
Q8X479	
C4ZT58	
P76655	
Q2M5U1	
P76356	
P77616	
P0A8W5	
Q8X8U4	
P0DV23	
Q2EES3	
C1P606	
P0AA65	
P0DUW3	
P64583	
P64581	
P64586	
P64588	
B1X7N0	
P07004	1.2.1.41
P23857	2.8.1.1
P0DSG0	
Q8X9C8	3.5.2.9
P0AAV4	3.5.2.9
C4ZUE3	2.1.1.176
P0A821	2.9.1.1
P00934	4.2.3.1
P31675	
P33225	1.7.2.3
P0A8W3	
P0A9K9	5.2.1.8
P75715	
P0A9L1	5.2.1.8
P33226	
B1XF99	3.5.3.11
P76194	
P77667	
C4ZPV2	6.1.1.5
B1XBF1	6.1.1.5
C4ZWC9	6.1.1.4
P37774	7.4.2.12
P0AGF8	4.3.1.19; 4.3.1.17
P16677	7.3.2.2
P0AFL8	3.6.1.11
P0AFV8	
P32155	
P0A788	2.1.3.2
B1X8P9	1.3.5.2
B1XHA3	2.1.1.178
